steps,tol,valid_prob,almost_valid_prob,time,best_valid,best_almost_valid
3,0.001,3224,970,205.63953113555908,False,False
3,0.0001,3495,809,194.81288385391235,False,False
3,0.0001,3563,720,259.4598262310028,False,False
3,0.0001,3436,824,360.08316683769226,False,False
2,0.001,2763,1400,49.188300132751465,False,False
1,0.01,1245,2971,14.32952880859375,False,False
1,0.01,615,3211,10.41874098777771,True,False
3,0.01,3587,733,48.40968990325928,False,False
2,0.0001,2617,1464,87.77643275260925,False,False
2,0.0001,2225,1825,102.69858598709106,False,False
1,0.01,1217,2947,15.577968120574951,True,False
1,0.0001,1210,2904,21.579461097717285,False,False
2,0.01,2327,1792,95.93700218200684,True,False
2,0.001,2821,1459,59.01923704147339,True,False
3,0.001,3426,831,196.50757718086243,True,False
1,0.01,1246,2964,11.144240856170654,True,False
3,0.001,3213,963,380.89616990089417,False,False
2,0.01,2623,1603,45.18596816062927,True,False
1,0.01,1249,2982,26.351948022842407,False,False
2,0.01,2726,1435,58.37501406669617,False,False
2,0.001,2751,1465,70.39771008491516,False,False
2,0.0001,2229,1888,70.7737398147583,False,False
2,0.001,2655,1491,54.23073887825012,False,False
3,0.01,2512,1626,97.38853573799133,False,False
1,0.01,1265,3054,11.606395244598389,True,False
2,0.01,2910,1414,26.74161195755005,True,False
1,0.01,1208,2915,9.890161991119385,False,False
1,0.01,1256,2938,10.776143074035645,False,False
2,0.0001,2667,1461,65.18713092803955,False,False
1,0.01,1258,2957,12.185827255249023,False,False
2,0.0001,2627,1495,87.62243413925171,False,False
3,0.001,3373,888,131.50063586235046,True,False
3,0.01,2717,1504,56.51309299468994,False,True
3,0.0001,3610,739,164.02361488342285,False,False
2,0.01,2283,1873,40.86134123802185,True,False
1,0.01,1237,2917,17.372434854507446,True,False
2,0.01,2834,1450,40.43673300743103,True,False
1,0.0001,1226,2952,22.428815841674805,False,True
1,0.01,1234,3025,11.664045095443726,False,False
2,0.001,2247,1848,107.99394679069519,True,False
1,0.01,1266,2953,17.541318893432617,True,False
1,0.01,1166,2998,14.760701894760132,False,True
2,0.001,2728,1413,48.22601389884949,True,False
2,0.001,2700,1397,41.90952229499817,False,False
1,0.001,578,3226,15.621453046798706,True,False
3,0.001,3240,1039,95.33309388160706,False,True
2,0.01,1333,2924,27.50667119026184,False,False
3,0.01,3086,910,43.68423509597778,True,False
2,0.01,2193,1884,49.41030192375183,False,False
2,0.01,2611,1497,52.41528677940369,True,False
3,0.01,3314,899,70.48680520057678,False,True
1,0.01,1214,2972,17.413864850997925,False,False
1,0.001,624,3344,13.018707036972046,True,False
1,0.001,1237,2943,15.013154029846191,False,False
1,0.01,1319,2929,13.416683912277222,True,False
3,0.001,3301,932,242.40929198265076,True,False
2,0.0001,2645,1475,78.91460418701172,True,False
3,0.001,3279,857,211.8239438533783,False,False
2,0.001,586,3533,58.329556941986084,True,False
1,0.001,600,3308,15.48495078086853,True,False
3,0.0001,3266,996,108.2514398097992,True,False
1,0.0001,1209,2961,23.47652292251587,True,False
2,0.0001,2733,1401,58.14520716667175,False,False
1,0.0001,1273,3063,26.915520906448364,True,False
1,0.0001,623,3216,25.64148211479187,True,False
3,0.0001,3073,1103,316.5832209587097,False,False
2,0.0001,2654,1551,67.0085461139679,True,False
1,0.01,1241,2996,10.179338216781616,False,False
2,0.01,2309,1863,52.59985375404358,True,False
1,0.01,657,3302,11.235731840133667,True,False
3,0.01,3226,1106,104.63093686103821,False,True
2,0.0001,2268,1829,98.75664496421814,True,False
2,0.01,2741,1437,39.34898591041565,False,False
1,0.0001,606,3205,25.567694187164307,True,False
1,0.01,1212,3017,15.846183061599731,False,False
2,0.001,2222,1913,42.312999963760376,False,True
2,0.001,2194,1905,86.47517800331116,True,False
1,0.01,1254,2967,8.921979904174805,True,False
1,0.0001,1266,2972,19.80064582824707,False,False
1,0.0001,1221,3081,28.37938094139099,False,False
3,0.001,3250,986,226.69914507865906,False,False
1,0.001,610,3234,16.891982078552246,True,False
1,0.0001,1255,2954,25.645448923110962,True,False
2,0.0001,2264,1902,42.67578125,False,False
1,0.001,1222,3017,13.294912099838257,True,False
3,0.001,3602,782,203.55570101737976,False,False
2,0.0001,2290,1856,100.2511978149414,False,False
3,0.01,2885,1340,60.94540786743164,False,False
2,0.01,1219,2986,26.104073762893677,False,False
1,0.001,1227,2935,17.902783155441284,False,False
3,0.01,3393,887,101.13193202018738,False,False
3,0.001,2555,1444,115.07312107086182,True,False
2,0.001,2259,1764,86.74318194389343,False,False
1,0.001,1250,2940,21.183557987213135,False,True
